date,issue,estimated_gain,accepted,up_kwh,down_kwh
2025-06-30,6,21.701166,False,0.000000,22.991279
2025-06-30,12,-350.643905,False,0.000000,10.279478
2025-06-30,18,3085.906376,True,0.000000,630.920416
2025-07-01,6,35673.262021,True,7630.822919,0.000000
2025-07-01,12,18505.147985,True,5667.692096,0.000000
2025-07-01,18,20710.925462,True,4305.137548,0.000000
2025-07-02,6,18175.495150,True,3813.292440,0.000000
2025-07-02,12,18225.624911,True,4693.946724,0.000000
2025-07-02,18,16488.607843,True,2810.994699,0.000000
2025-07-03,6,31943.227716,True,7082.183773,0.000000
2025-07-03,12,-5480.160941,False,61.839753,241.834991
2025-07-03,18,8855.150301,True,3652.983102,0.000000
2025-07-04,6,3618.604039,True,1484.449078,0.000000
2025-07-04,12,-428.644024,False,448.217592,0.000000
2025-07-04,18,-707.682200,False,3189.858793,0.000000
2025-07-05,6,3741.952589,True,1583.614509,0.000000
2025-07-05,12,7477.695977,True,1061.072561,0.000000
2025-07-05,18,15402.298453,True,3444.139166,0.000000
2025-07-06,6,59506.840604,True,12423.114089,0.000000
2025-07-06,12,7727.044806,True,4896.548119,0.000000
2025-07-06,18,11028.541054,True,2473.195991,0.000000
2025-07-07,6,9157.545835,True,1842.565088,57.892499
2025-07-07,12,28860.852426,True,5558.944418,0.000000
2025-07-07,18,8333.156550,True,1171.621384,0.000000
2025-07-08,6,297.591449,True,0.000000,678.814722
2025-07-08,12,8692.430097,True,962.914611,248.691152
2025-07-08,18,11488.572492,True,1632.768778,0.000000
2025-07-09,6,1949.189990,True,331.305732,185.384919
2025-07-09,12,6086.037573,True,309.300919,1020.311186
2025-07-09,18,8830.377283,True,712.289275,0.000000
2025-07-10,6,13873.211808,True,2606.677829,0.000000
2025-07-10,12,11645.565649,True,2801.320589,0.000000
2025-07-10,18,2923.044022,True,1242.533096,0.000000
2025-07-11,6,1372.325427,True,621.001818,191.831505
2025-07-11,12,-578.612551,False,0.000000,739.186071
2025-07-11,18,-4582.350417,False,0.000000,0.000000
2025-07-12,6,1756.247248,True,785.093479,0.000000
2025-07-12,12,5644.916362,True,759.424843,0.000000
2025-07-12,18,8122.664604,True,1357.918490,0.000000
2025-07-13,6,1404.787783,True,0.000000,3036.747174
2025-07-13,12,2963.320068,True,0.000000,2997.594494
2025-07-13,18,6872.260462,True,284.547587,0.000000
2025-07-14,6,238.252134,True,0.000000,1167.985965
2025-07-14,12,7663.743185,True,1499.680382,146.373392
2025-07-14,18,12209.512651,True,1475.623554,0.000000
2025-07-15,6,999.948487,True,0.000000,3761.341168
2025-07-15,12,680.592133,True,0.000000,495.889828
2025-07-15,18,5340.106761,True,478.724523,0.000000
2025-07-16,6,800.255260,True,0.000000,2289.387972
2025-07-16,12,3964.729639,True,103.798747,0.000000
2025-07-16,18,7903.614617,True,358.015688,0.000000
2025-07-17,6,13348.447974,True,2022.408980,37.369693
2025-07-17,12,3881.686395,True,2866.474967,0.000000
2025-07-17,18,-123.829338,False,460.398639,59.674500
2025-07-18,6,334.506883,True,0.000000,894.782466
2025-07-18,12,-4215.819433,False,0.000000,2504.805772
2025-07-18,18,-6916.304659,False,0.000000,18.480580
