date,plan_cost,up_cost,down_net_cost,emergency_cost,total_cost,inventory_adjusted_cost,plan_kwh,emergency_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,spill_kwh,soc_start,soc_end,balance_error,dynamics_error
2025-09-10,43614.2662517007,3523.6306998873,-1688.5350013988,0.0000000000,45449.3619501892,45527.9373191911,69748.6874288879,0.0000000000,3199.0127321602,5385.6227700940,20620.8885502797,16874.3338083863,2499.5239990608,2453.0780616271,2262.6179697829,0.0000000000,0.0000000000
2025-09-11,43683.4610441711,499.8763121590,-2502.2910574098,0.0000000000,41681.0462989203,41779.4811373424,68592.1574055165,0.0000000000,386.6171603237,7497.3979664944,19381.7951378860,15913.9920609387,4517.4877390653,2262.6179697829,2024.0201928372,0.0000000000,0.0000000000
2025-09-12,19804.0352705093,717.2204209878,-553.9930756174,0.0000000000,19967.2626158797,19708.0708530372,34287.9480088838,0.0000000000,412.1350145989,1098.0114835768,13807.8382848447,10618.9158625896,18861.4929176507,2024.0201928372,2652.2792463202,0.0000000000,0.0000000000
2025-09-13,19403.5307894191,664.4570010702,-475.8213084585,0.0000000000,19592.1664820308,19452.3307147778,33438.1138977401,0.0000000000,387.0810514612,931.4929783146,13407.6079292357,10555.1072880865,22034.0998464042,2652.2792463202,2991.2293958695,0.0000000000,0.0000000000
2025-09-14,46065.4675798322,230.4919444702,-2623.7623757057,0.0000000000,43672.1971485966,44133.4157863863,72186.8445921516,0.0000000000,152.4315440132,7436.3668355180,19063.6225227403,16447.6939434187,2187.6559713252,2991.2293958695,1873.2741736484,0.0000000000,0.0000000000
2025-09-15,36797.8251461120,1804.2727956672,-143.2653191988,1761.9169859993,40220.7496085798,40433.4465672075,58059.0089118069,339.7335169774,1415.2779109367,290.3319294720,20774.9331395630,17291.6994425302,973.4240798829,1873.2741736484,1357.7146186659,0.0000000000,0.0000000000
2025-09-16,43314.8383508606,1505.1003873173,-1807.0690087697,0.0000000000,43012.8697294082,43036.4121474585,70056.7699771590,0.0000000000,891.7670783171,6289.1263037596,20573.9469417071,16716.2553815782,1309.9492082542,1357.7146186659,1300.6497755599,0.0000000000,0.0000000000
2025-09-17,41414.4753315215,877.8895538202,-925.9401868345,313.2857437540,41679.7104422612,41721.2340663338,65474.8334475173,147.2355756080,591.3971058252,2299.4151766678,21183.0965599491,17248.8930115627,19.7290038963,1300.6497755599,1200.0000000000,0.0000000000,0.0000000000
2025-09-18,37371.5001058456,5189.6667108775,-87.1077381113,854.8103985779,43328.8694771897,43316.9676797021,59069.3590198080,191.9127644121,5664.0509810790,207.8945787923,21167.6496679458,17119.8321697245,1713.5595716189,1200.0000000000,1228.8489570128,0.0000000000,0.0000000000
2025-09-19,17841.0351137551,1455.0294033161,-174.3188991793,118.4235430014,19240.1691608933,19010.7996896255,31752.6433717246,28.4193767702,979.8882997463,396.2225739912,14627.6511611145,11348.0223483214,12983.7473447902,1228.8489570128,1784.8212816587,0.0000000000,0.0000000000
2025-09-20,17646.2828299992,1105.4795960293,-238.8245741611,1392.8478623380,19905.7857142054,19930.3737152137,31430.8499896852,356.9909984875,678.1557306727,550.1637217713,14363.7940210482,11688.3124805521,13594.9177232447,1784.8212816587,1725.2220333219,0.0000000000,0.0000000000
2025-09-21,40285.6266352609,1710.9080430291,-535.0108161468,318.2843181418,41779.8081802851,41929.1862224828,64973.0096360774,84.8508833650,1257.6314811238,2088.0268019650,19803.1431563096,16366.4177965790,2503.2523555372,1725.2220333219,1363.1422111351,0.0000000000,0.0000000000
2025-09-22,41611.9880220366,3976.2728588529,-1536.3156590881,340.5999313495,44392.5451531509,44445.6495027276,66626.3285721226,161.1622539413,2432.1178896626,4710.2753591907,21111.3784534739,17216.0649802714,0.0000000000,1363.1422111351,1234.4217300711,0.0000000000,0.0000000000
2025-09-23,41063.7978553727,2993.3854343239,-657.5047709506,2480.3688370474,45880.0473557934,45862.8071772424,66113.3297144388,510.4534073734,1840.2895651586,2096.6860453162,21534.0841117606,17404.9982608081,121.6852073689,1234.4217300711,1276.2104742022,0.0000000000,0.0000000000
2025-09-24,36288.4460058826,7436.5819003173,-9.5298258883,195.4925922846,43910.9906725962,43942.4317271199,58113.1947077406,72.8785038594,6862.1761660309,18.3320074475,21238.3247208702,17271.6324506869,0.0000000000,1276.2104742022,1200.0000000000,0.0000000000,0.0000000000
2025-09-25,38951.9035879529,5509.6706270639,-483.6120318833,556.2321761985,44534.1943593320,44534.1943593320,62345.2783706179,262.0601586855,5024.7162253633,1996.8805796649,20976.7790659805,16991.1910434442,1314.1372524655,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000
2025-09-26,16877.1803924379,1387.3829847198,-344.1180802184,2662.8059680354,20583.2512649747,20583.2512649747,30792.7045117764,730.4469799548,950.3909676866,803.0329962984,14498.9518128585,11744.1509684154,11221.4651186762,1200.0000000000,1200.0000000000,0.0000000000,0.0000000000
